base_1,667568.278,271801.865,252.176
1,655738.628,257962.892,117.020
600,655738.779,257962.765,117.019
601,655739.312,257962.986,117.049
602,655921.110,257840.450,117.644
603,655922.395,257844.152,117.472
604,655925.717,257853.584,117.733
605,655928.146,257860.510,117.552
606,655930.936,257868.434,117.240
607,655933.516,257874.923,116.623
608,655936.633,257881.712,116.493
609,655928.963,257885.428,116.334
610,655925.869,257879.633,116.475
611,655923.093,257873.500,117.187
612,655918.365,257863.545,117.619
613,655912.504,257848.925,117.560
614,655910.245,257845.026,117.603
615,655902.070,257848.557,117.494
616,655906.070,257858.254,117.542
617,655909.116,257865.183,117.750
618,655912.372,257873.693,117.608
619,655914.644,257879.586,117.106
620,655916.502,257884.944,116.291
621,655918.642,257890.581,116.120
622,655913.672,257892.101,116.062
623,655911.506,257887.764,116.199
624,655908.561,257881.501,116.982
625,655905.388,257875.386,117.461
626,655902.444,257868.711,117.611
627,655898.974,257861.224,117.463
628,655896.393,257854.687,117.329
629,655895.016,257851.580,117.384
630,655888.296,257854.330,117.292
631,655890.610,257861.102,117.362
632,655892.650,257868.691,117.302
633,655895.387,257876.620,117.312
634,655898.232,257884.477,116.650
635,655900.444,257890.881,115.823
636,655902.003,257896.319,115.609
637,655891.992,257898.340,115.239
638,655888.735,257891.080,115.944
639,655884.853,257883.490,116.827
640,655882.076,257875.909,117.354
641,655878.542,257867.407,117.316
642,655875.122,257858.964,117.273
643,655865.860,257863.937,117.113
644,655868.067,257873.052,117.056
645,655871.477,257882.034,116.843
646,655875.130,257892.966,115.839
647,655878.903,257904.259,114.650
648,655928.424,257837.527,117.780
649,655935.417,257843.513,117.820
650,655939.563,257843.398,117.889
651,655940.707,257841.337,118.006
652,655940.043,257838.823,117.785
653,655936.967,257838.870,117.757
654,655935.133,257854.401,117.784
655,655941.562,257870.827,116.803
656,655944.498,257877.783,116.780
657,655953.998,257875.083,117.115
658,655952.350,257867.077,117.028
659,655946.828,257847.989,117.977
660,655941.396,257831.163,117.896
661,655960.756,257823.151,118.083
662,655967.966,257839.529,118.106
663,655978.208,257866.809,117.545
664,656025.422,257847.069,117.611
665,656014.250,257829.208,118.103
666,656006.385,257820.437,118.286
667,656004.251,257820.384,118.346
668,656005.269,257819.320,118.323
669,656009.096,257812.918,118.417
670,656013.237,257806.670,118.321
671,656021.950,257802.406,118.637
672,656027.656,257807.944,118.522
673,656025.340,257812.726,118.473
674,656016.498,257814.992,118.395
675,655998.213,257834.834,118.061
676,656044.368,257782.560,118.759
677,656083.502,257766.287,119.342
678,656087.805,257777.106,119.426
679,656090.633,257785.920,119.376
680,656091.564,257788.754,119.209
681,656092.544,257791.439,119.393
682,656096.586,257801.887,119.200
683,656102.245,257814.353,119.117
684,656116.282,257805.638,119.374
685,656111.157,257794.949,119.522
686,656106.922,257785.760,119.644
687,656105.138,257782.013,119.484
688,656104.093,257779.346,119.622
689,656094.211,257761.205,119.524
690,656106.999,257755.807,119.732
691,656110.032,257765.249,119.856
692,656113.741,257775.568,119.722
693,656114.435,257777.472,119.538
694,656116.226,257782.342,119.817
695,656124.740,257803.775,119.535
696,656144.229,257792.666,119.829
697,656138.682,257781.320,120.140
698,656134.334,257772.642,120.048
699,656132.881,257769.576,119.808
700,656131.468,257766.658,120.121
701,656122.459,257749.045,120.030
702,656148.925,257737.882,120.502
703,656154.130,257751.142,120.440
704,656155.920,257756.714,120.507
705,656157.035,257759.739,120.313
706,656166.042,257785.143,120.117
707,656184.737,257775.580,120.442
708,656178.734,257760.028,120.755
709,656174.804,257751.864,120.559
710,656173.133,257747.842,120.817
711,656165.223,257731.058,120.788
712,656019.468,257799.098,118.711
713,656016.986,257792.298,118.661
714,656012.755,257782.377,118.625
715,656007.209,257767.692,118.601
716,656006.629,257766.409,118.749
717,655999.829,257751.125,118.781
718,655979.608,257759.676,118.515
719,655961.490,257766.880,118.295
720,655950.263,257771.342,118.099
721,655958.954,257777.353,118.219
722,655966.370,257784.059,118.281
723,655972.291,257790.353,118.158
724,655978.146,257796.204,118.176
725,655986.524,257802.411,118.219
726,655987.542,257803.078,118.360
727,655996.322,257808.431,118.460
728,656001.943,257812.483,118.501
729,656009.732,257821.554,118.385
730,656016.845,257832.185,117.991
731,656022.072,257840.488,117.800
732,656022.325,257841.201,117.684
733,656001.634,257808.577,118.553
734,655991.188,257782.955,118.379
735,655980.607,257757.388,118.506
736,655970.376,257731.262,118.517
737,655959.417,257706.891,118.634
738,655949.406,257686.200,118.732
739,655940.958,257707.977,118.390
740,655936.652,257729.570,118.238
741,655932.405,257750.916,117.961
742,655929.991,257772.539,117.932
743,655927.983,257793.060,117.759
744,655940.525,257743.739,118.070
745,655949.484,257764.131,118.210
746,655959.218,257784.279,118.196
747,655967.653,257805.020,118.056
748,655974.343,257818.974,118.177
749,655955.725,257827.222,117.999
750,655946.714,257807.092,117.851
751,655937.238,257787.558,117.917
752,655928.430,257767.422,117.894
753,655918.493,257748.307,117.668
754,655898.871,257756.894,117.455
755,655907.316,257775.249,118.132
756,655916.988,257796.198,120.463
757,655922.203,257809.250,117.514
758,655933.192,257834.874,117.814
